musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,prevOut,checkName
Ketil Reitan,54,3/7 01:20:00,14,3/7 05:18:00,14,3h 58m,7h 3m,3/6 18:17:00,6.81,McGrath
Larry Daugherty,14,3/7 05:52:00,15,3/7 05:53:00,15,0h 1m,7h 42m,3/6 22:10:00,6.23,McGrath
Martin Buser,28,3/7 01:00:00,16,3/7 06:08:00,16,5h 8m,7h 20m,3/6 17:40:00,6.55,McGrath
Tom Knolmayer,43,3/7 02:25:00,15,3/7 06:32:00,15,4h 7m,6h 58m,3/6 19:27:00,6.89,McGrath
"Michael Williams, Jr.",27,3/7 06:45:00,14,3/7 06:53:00,13,0h 8m,5h 35m,3/7 01:10:00,8.60,McGrath
Jeff King,40,3/7 02:30:00,15,3/7 08:05:00,15,5h 35m,6h 50m,3/6 19:40:00,7.02,McGrath
Anna Berington,4,3/7 03:40:00,13,3/7 08:30:00,13,4h 50m,6h 54m,3/6 20:46:00,6.96,McGrath
Charley Bejna,38,3/7 08:43:00,15,3/7 08:45:00,15,0h 2m,6h 15m,3/7 02:28:00,7.68,McGrath
Jim Lanier,32,3/7 09:45:00,15,3/7 09:45:00,15,0h 0m,6h 0m,3/7 03:45:00,8.00,McGrath
Scott Janssen,23,3/7 10:41:00,15,3/7 10:42:00,15,0h 1m,6h 27m,3/7 04:14:00,7.44,McGrath
Brett Bruggeman,37,3/7 11:06:00,15,3/7 11:08:00,15,0h 2m,6h 30m,3/7 04:36:00,7.38,McGrath
Emily Maxwell,58,3/7 10:26:00,14,3/7 11:44:00,13,1h 18m,7h 29m,3/7 02:57:00,6.41,McGrath
Kristy Berington,20,3/7 06:19:00,15,3/7 12:18:00,15,5h 59m,6h 53m,3/6 23:26:00,6.97,McGrath
Bradley Farquhar,65,3/7 06:12:00,13,3/7 12:19:00,12,6h 7m,7h 37m,3/6 22:35:00,6.30,McGrath
Andy Pohl,12,3/7 06:51:00,15,3/7 12:20:00,15,5h 29m,7h 19m,3/6 23:32:00,6.56,McGrath
Allen Moore,26,3/7 10:24:00,14,3/7 13:51:00,14,3h 27m,6h 58m,3/7 03:26:00,6.89,McGrath
Monica Zappa,48,3/7 13:52:00,15,3/7 18:46:00,15,4h 54m,6h 14m,3/7 07:38:00,7.70,McGrath
Shaynee Traska,5,3/7 20:08:00,16,3/7 20:31:00,15,0h 23m,10h 33m,3/7 09:35:00,4.55,McGrath
Nicolas Petit,46,3/6 20:37:00,15,3/7 21:21:00,14,24h 44m,7h 16m,3/6 13:21:00,6.61,McGrath
Aaron Burmeister,64,3/6 21:39:00,15,3/7 21:47:00,15,24h 8m,8h 12m,3/6 13:27:00,5.85,McGrath
Wade Marrs,11,3/6 21:02:00,15,3/7 22:56:00,15,25h 54m,7h 31m,3/6 13:31:00,6.39,McGrath
Dave Delcourt,57,3/7 23:11:00,14,3/7 23:12:00,14,0h 1m,10h 21m,3/7 12:50:00,4.64,McGrath
Ryan Redington,7,3/6 21:14:00,12,3/7 23:16:00,11,26h 2m,8h 1m,3/6 13:13:00,5.99,McGrath
Rob Cooke,10,3/7 19:46:00,16,3/8 00:25:00,16,4h 39m,7h 33m,3/7 12:13:00,6.36,McGrath
Robert Redington,34,3/7 00:26:00,13,3/8 01:34:00,13,25h 8m,7h 17m,3/6 17:09:00,6.59,McGrath
Rick Casillo,9,3/7 01:07:00,14,3/8 03:05:00,13,25h 58m,7h 35m,3/6 17:32:00,6.33,McGrath
Katherine Keith,51,3/7 04:15:00,14,3/8 04:50:00,14,24h 35m,7h 51m,3/6 20:24:00,6.11,McGrath
Marcelle Fressineau,35,3/7 23:52:00,14,3/8 04:55:00,13,5h 3m,7h 2m,3/7 16:50:00,6.82,McGrath
Tim Muto,42,3/7 23:13:00,13,3/8 05:33:00,13,6h 20m,6h 1m,3/7 17:12:00,7.98,McGrath
Steve Watkins,59,3/8 10:03:00,14,3/8 11:21:00,13,1h 18m,11h 4m,3/7 22:59:00,4.34,McGrath
Jeff Deeter,45,3/8 05:12:00,15,3/8 11:55:00,12,6h 43m,6h 17m,3/7 22:55:00,7.64,McGrath
Noah Pereira,49,3/7 11:22:00,15,3/8 12:00:00,14,24h 38m,6h 16m,3/7 05:06:00,7.66,McGrath
Aaron Peck,50,3/7 11:30:00,14,3/8 12:54:00,14,25h 24m,6h 22m,3/7 05:08:00,7.54,McGrath
Alan Eischens,53,3/7 11:37:00,15,3/8 14:20:00,14,26h 43m,5h 59m,3/7 05:38:00,8.02,McGrath
Andrew Nolan,56,3/7 15:47:00,13,3/8 16:56:00,13,25h 9m,7h 17m,3/7 08:30:00,6.59,McGrath
Lev Shvarts,22,3/7 16:54:00,16,3/8 18:26:00,16,25h 32m,7h 55m,3/7 08:59:00,6.06,McGrath
Meredith Mapes,16,3/7 18:37:00,14,3/8 20:37:00,13,26h 0m,6h 21m,3/7 12:16:00,7.56,McGrath
Peter Fleck,67,3/7 20:52:00,15,3/8 21:00:00,15,24h 8m,6h 12m,3/7 14:40:00,7.74,McGrath
Magnus Kaltenborn,6,3/7 19:41:00,16,3/8 21:45:00,16,26h 4m,6h 56m,3/7 12:45:00,6.92,McGrath
Scott White,62,3/7 21:29:00,14,3/8 21:55:00,12,24h 26m,6h 35m,3/7 14:54:00,7.29,McGrath
Misha Wiljes,19,3/7 19:56:00,14,3/8 22:25:00,14,26h 29m,6h 24m,3/7 13:32:00,7.50,McGrath
Anja Radano,24,3/7 21:13:00,15,3/8 23:08:00,15,25h 55m,6h 36m,3/7 14:37:00,7.27,McGrath
Jason Stewart,66,3/7 23:10:00,15,3/9 00:31:00,15,25h 21m,6h 19m,3/7 16:51:00,7.60,McGrath
Tara Cicatello,44,3/8 06:54:00,13,3/9 08:40:00,13,25h 46m,7h 42m,3/7 23:12:00,6.23,McGrath
Tom Schonberger,25,3/8 09:21:00,13,3/9 10:47:00,11,25h 26m,11h 6m,3/7 22:15:00,4.32,McGrath
Joar Leifseth Ulsom,33,3/7 01:42:00,16,3/7 01:47:00,16,0h 5m,2h 36m,3/6 23:06:00,6.92,Takotna
Hugh Neff,68,3/7 06:14:00,14,3/7 06:19:00,13,0h 5m,2h 45m,3/7 03:29:00,6.55,Takotna
Ketil Reitan,54,3/7 07:36:00,14,3/7 07:39:00,14,0h 3m,2h 18m,3/7 05:18:00,7.83,Takotna
Martin Buser,28,3/7 08:37:00,16,3/7 08:38:00,16,0h 1m,2h 29m,3/7 06:08:00,7.25,Takotna
Tom Knolmayer,43,3/7 09:00:00,15,3/7 09:04:00,15,0h 4m,2h 28m,3/7 06:32:00,7.30,Takotna
Jessie Holmes,41,3/7 05:29:00,15,3/7 09:57:00,15,4h 28m,2h 36m,3/7 02:53:00,6.92,Takotna
Jeff King,40,3/7 10:30:00,15,3/7 10:40:00,15,0h 10m,2h 25m,3/7 08:05:00,7.45,Takotna
Anna Berington,4,3/7 10:55:00,13,3/7 11:00:00,13,0h 5m,2h 25m,3/7 08:30:00,7.45,Takotna
Lars Monsen,61,3/7 04:15:00,15,3/7 11:01:00,15,6h 46m,2h 42m,3/7 01:33:00,6.67,Takotna
Larry Daugherty,14,3/7 08:48:00,15,3/7 13:48:00,15,5h 0m,2h 55m,3/7 05:53:00,6.17,Takotna
Kristy Berington,20,3/7 15:00:00,15,3/7 15:05:00,15,0h 5m,2h 42m,3/7 12:18:00,6.67,Takotna
Andy Pohl,12,3/7 15:12:00,15,3/7 15:12:00,15,0h 0m,2h 52m,3/7 12:20:00,6.28,Takotna
Monica Zappa,48,3/7 21:23:00,15,3/7 21:35:00,15,0h 12m,2h 37m,3/7 18:46:00,6.88,Takotna
Nicolas Petit,46,3/7 23:28:00,14,3/7 23:31:00,14,0h 3m,2h 7m,3/7 21:21:00,8.50,Takotna
Mitch Seavey,13,3/6 21:45:00,13,3/7 23:35:00,13,25h 50m,2h 23m,3/6 19:22:00,7.55,Takotna
Aaron Burmeister,64,3/8 00:18:00,15,3/8 00:20:00,15,0h 2m,2h 31m,3/7 21:47:00,7.15,Takotna
Wade Marrs,11,3/8 01:14:00,15,3/8 01:16:00,15,0h 2m,2h 18m,3/7 22:56:00,7.83,Takotna
Ray Redington Jr,17,3/7 00:18:00,15,3/8 02:00:00,15,25h 42m,2h 53m,3/6 21:25:00,6.24,Takotna
Ryan Redington,7,3/8 01:53:00,11,3/8 02:00:00,11,0h 7m,2h 37m,3/7 23:16:00,6.88,Takotna
Jessie Royer,36,3/7 01:12:00,14,3/8 02:16:00,14,25h 4m,2h 42m,3/6 22:30:00,6.67,Takotna
Aliy Zirkle,31,3/7 01:46:00,15,3/8 03:00:00,15,25h 14m,2h 53m,3/6 22:53:00,6.24,Takotna
Linwood Fiedler,8,3/7 01:18:00,15,3/8 03:26:00,15,26h 8m,2h 30m,3/6 22:48:00,7.20,Takotna
Richie Diehl,29,3/7 02:22:00,15,3/8 03:40:00,14,25h 18m,2h 36m,3/6 23:46:00,6.92,Takotna
Peter Kaiser,30,3/7 02:25:00,14,3/8 03:43:00,14,25h 18m,2h 39m,3/6 23:46:00,6.79,Takotna
Robert Redington,34,3/8 03:55:00,13,3/8 03:57:00,13,0h 2m,2h 21m,3/8 01:34:00,7.66,Takotna
Kelly Maixner,52,3/7 03:40:00,16,3/8 04:15:00,16,24h 35m,2h 50m,3/7 00:50:00,6.35,Takotna
Mats Pettersson,3,3/7 02:52:00,16,3/8 05:02:00,16,26h 10m,2h 30m,3/7 00:22:00,7.20,Takotna
Michelle Phillips,18,3/7 03:31:00,15,3/8 05:11:00,14,25h 40m,2h 31m,3/7 01:00:00,7.15,Takotna
Michi Konno,63,3/7 05:11:00,14,3/8 05:21:00,14,24h 10m,2h 20m,3/7 02:51:00,7.71,Takotna
Rick Casillo,9,3/8 05:25:00,13,3/8 05:27:00,13,0h 2m,2h 20m,3/8 03:05:00,7.71,Takotna
Matt Hall,15,3/7 03:47:00,14,3/8 05:33:00,14,25h 46m,2h 42m,3/7 01:05:00,6.67,Takotna
Travis Beals,60,3/7 05:40:00,14,3/8 05:56:00,14,24h 16m,2h 24m,3/7 03:16:00,7.50,Takotna
Matthew Failor,55,3/7 05:38:00,16,3/8 06:04:00,16,24h 26m,2h 18m,3/7 03:20:00,7.83,Takotna
Ramey Smyth,21,3/7 04:37:00,16,3/8 06:11:00,16,25h 34m,2h 43m,3/7 01:54:00,6.63,Takotna
Katherine Keith,51,3/8 07:21:00,14,3/8 07:22:00,14,0h 1m,2h 31m,3/8 04:50:00,7.15,Takotna
Cody Strathe,2,3/7 05:16:00,14,3/8 07:28:00,14,26h 12m,2h 25m,3/7 02:51:00,7.45,Takotna
"Michael Williams, Jr.",27,3/7 10:23:00,13,3/8 11:45:00,13,25h 22m,3h 30m,3/7 06:53:00,5.14,Takotna
Charley Bejna,38,3/7 11:11:00,15,3/8 12:13:00,14,25h 2m,2h 26m,3/7 08:45:00,7.40,Takotna
Jim Lanier,32,3/7 12:27:00,15,3/8 13:39:00,15,25h 12m,2h 42m,3/7 09:45:00,6.67,Takotna
Jeff Deeter,45,3/8 14:10:00,12,3/8 14:12:00,12,0h 2m,2h 15m,3/8 11:55:00,8.00,Takotna
Noah Pereira,49,3/8 14:13:00,14,3/8 14:14:00,14,0h 1m,2h 13m,3/8 12:00:00,8.12,Takotna
Aaron Peck,50,3/8 15:06:00,14,3/8 15:09:00,14,0h 3m,2h 12m,3/8 12:54:00,8.18,Takotna
Emily Maxwell,58,3/7 14:52:00,13,3/8 15:16:00,13,24h 24m,3h 8m,3/7 11:44:00,5.74,Takotna
Scott Janssen,23,3/7 13:42:00,15,3/8 15:32:00,15,25h 50m,3h 0m,3/7 10:42:00,6.00,Takotna
Bradley Farquhar,65,3/7 15:30:00,12,3/8 15:41:00,11,24h 11m,3h 11m,3/7 12:19:00,5.65,Takotna
Alan Eischens,53,3/8 16:44:00,14,3/8 16:53:00,14,0h 9m,2h 24m,3/8 14:20:00,7.50,Takotna
Brett Bruggeman,37,3/7 13:36:00,15,3/8 17:45:00,15,28h 9m,2h 28m,3/7 11:08:00,7.30,Takotna
Allen Moore,26,3/7 17:25:00,14,3/8 18:50:00,13,25h 25m,3h 34m,3/7 13:51:00,5.05,Takotna
Andrew Nolan,56,3/8 19:21:00,13,3/8 19:40:00,13,0h 19m,2h 25m,3/8 16:56:00,7.45,Takotna
Lev Shvarts,22,3/8 20:51:00,16,3/8 20:54:00,16,0h 3m,2h 25m,3/8 18:26:00,7.45,Takotna
Meredith Mapes,16,3/8 23:12:00,13,3/8 23:17:00,13,0h 5m,2h 35m,3/8 20:37:00,6.97,Takotna
Peter Fleck,67,3/8 23:33:00,15,3/8 23:35:00,15,0h 2m,2h 33m,3/8 21:00:00,7.06,Takotna
Magnus Kaltenborn,6,3/9 00:24:00,16,3/9 00:26:00,16,0h 2m,2h 39m,3/8 21:45:00,6.79,Takotna
Scott White,62,3/9 00:35:00,12,3/9 00:42:00,10,0h 7m,2h 40m,3/8 21:55:00,6.75,Takotna
Shaynee Traska,5,3/7 23:12:00,15,3/9 01:18:00,15,26h 6m,2h 41m,3/7 20:31:00,6.71,Takotna
Anja Radano,24,3/9 01:49:00,15,3/9 01:52:00,15,0h 3m,2h 41m,3/8 23:08:00,6.71,Takotna
Dave Delcourt,57,3/8 01:47:00,14,3/9 02:11:00,14,24h 24m,2h 35m,3/7 23:12:00,6.97,Takotna
Jason Stewart,66,3/9 02:58:00,15,3/9 03:01:00,15,0h 3m,2h 27m,3/9 00:31:00,7.35,Takotna
Misha Wiljes,19,3/9 00:58:00,14,3/9 03:16:00,14,2h 18m,2h 33m,3/8 22:25:00,7.06,Takotna
Rob Cooke,10,3/8 03:38:00,16,3/9 05:34:00,16,25h 56m,3h 13m,3/8 00:25:00,5.60,Takotna
Tim Muto,42,3/8 07:48:00,13,3/9 08:40:00,13,24h 52m,2h 15m,3/8 05:33:00,8.00,Takotna
Marcelle Fressineau,35,3/8 07:38:00,13,3/9 08:47:00,13,25h 9m,2h 43m,3/8 04:55:00,6.63,Takotna
Tara Cicatello,44,3/9 11:15:00,13,3/9 12:16:00,13,1h 1m,2h 35m,3/9 08:40:00,6.97,Takotna
Steve Watkins,59,3/8 13:08:00,13,3/9 14:36:00,13,25h 28m,1h 47m,3/8 11:21:00,10.09,Takotna
Tom Schonberger,25,3/9 14:17:00,11,3/9 14:40:00,11,0h 23m,3h 30m,3/9 10:47:00,5.14,Takotna
33,3/7 04:42:00,16,3/7 04:52:00,16,0h 10m,2h 55m,3/7 01:47:00,7.89,,Ophir
61,3/7 13:58:00,15,3/7 14:05:00,15,0h 7m,2h 57m,3/7 11:01:00,7.80,,Ophir
14,3/7 17:50:00,15,3/7 17:57:00,15,0h 7m,4h 2m,3/7 13:48:00,5.70,,Ophir
40,3/7 13:39:00,15,3/7 18:41:00,14,5h 2m,2h 59m,3/7 10:40:00,7.71,,Ophir
13,3/8 02:06:00,13,3/8 02:12:00,13,0h 6m,2h 31m,3/7 23:35:00,9.14,,Ophir
46,3/8 02:06:00,14,3/8 02:13:00,14,0h 7m,2h 35m,3/7 23:31:00,8.90,,Ophir
64,3/8 03:20:00,15,3/8 03:52:00,15,0h 32m,3h 0m,3/8 00:20:00,7.67,,Ophir
17,3/8 04:41:00,15,3/8 04:50:00,15,0h 9m,2h 41m,3/8 02:00:00,8.57,,Ophir
36,3/8 04:51:00,14,3/8 05:05:00,14,0h 14m,2h 35m,3/8 02:16:00,8.90,,Ophir
31,3/8 05:38:00,15,3/8 05:47:00,15,0h 9m,2h 38m,3/8 03:00:00,8.73,,Ophir
8,3/8 05:50:00,15,3/8 06:02:00,15,0h 12m,2h 24m,3/8 03:26:00,9.58,,Ophir
30,3/8 06:00:00,14,3/8 06:05:00,14,0h 5m,2h 17m,3/8 03:43:00,10.07,,Ophir
29,3/8 06:04:00,14,3/8 06:06:00,14,0h 2m,2h 24m,3/8 03:40:00,9.58,,Ophir
11,3/8 03:53:00,15,3/8 06:41:00,14,2h 48m,2h 37m,3/8 01:16:00,8.79,,Ophir
52,3/8 06:41:00,16,3/8 06:57:00,16,0h 16m,2h 26m,3/8 04:15:00,9.45,,Ophir
3,3/8 07:28:00,16,3/8 07:35:00,15,0h 7m,2h 26m,3/8 05:02:00,9.45,,Ophir
18,3/8 07:33:00,14,3/8 07:38:00,14,0h 5m,2h 22m,3/8 05:11:00,9.72,,Ophir
63,3/8 07:54:00,14,3/8 08:04:00,14,0h 10m,2h 33m,3/8 05:21:00,9.02,,Ophir
15,3/8 08:02:00,14,3/8 08:08:00,14,0h 6m,2h 29m,3/8 05:33:00,9.26,,Ophir
9,3/8 08:03:00,13,3/8 08:17:00,13,0h 14m,2h 36m,3/8 05:27:00,8.85,,Ophir
60,3/8 08:15:00,14,3/8 08:20:00,14,0h 5m,2h 19m,3/8 05:56:00,9.93,,Ophir
55,3/8 08:24:00,16,3/8 08:28:00,16,0h 4m,2h 20m,3/8 06:04:00,9.86,,Ophir
21,3/8 08:49:00,16,3/8 08:54:00,16,0h 5m,2h 38m,3/8 06:11:00,8.73,,Ophir
34,3/8 06:30:00,13,3/8 08:57:00,12,2h 27m,2h 33m,3/8 03:57:00,9.02,,Ophir
7,3/8 04:48:00,11,3/8 09:05:00,11,4h 17m,2h 48m,3/8 02:00:00,8.21,,Ophir
68,3/7 09:44:00,13,3/8 09:44:00,13,24h 0m,3h 25m,3/7 06:19:00,6.73,,Ophir
2,3/8 09:39:00,14,3/8 09:44:00,14,0h 5m,2h 11m,3/8 07:28:00,10.53,,Ophir
54,3/7 10:31:00,14,3/8 10:59:00,13,24h 28m,2h 52m,3/7 07:39:00,8.02,,Ophir
28,3/7 11:32:00,16,3/8 12:52:00,16,25h 20m,2h 54m,3/7 08:38:00,7.93,,Ophir
51,3/8 10:12:00,14,3/8 13:02:00,14,2h 50m,2h 50m,3/8 07:22:00,8.12,,Ophir
41,3/7 12:37:00,15,3/8 13:31:00,15,24h 54m,2h 40m,3/7 09:57:00,8.63,,Ophir
43,3/7 12:52:00,15,3/8 13:43:00,13,24h 51m,3h 48m,3/7 09:04:00,6.05,,Ophir
38,3/8 14:41:00,14,3/8 14:48:00,14,0h 7m,2h 28m,3/8 12:13:00,9.32,,Ophir
4,3/7 14:07:00,13,3/8 16:15:00,12,26h 8m,3h 7m,3/7 11:00:00,7.38,,Ophir
27,3/8 14:13:00,13,3/8 16:41:00,13,2h 28m,2h 28m,3/8 11:45:00,9.32,,Ophir
32,3/8 16:04:00,15,3/8 17:24:00,15,1h 20m,2h 25m,3/8 13:39:00,9.52,,Ophir
58,3/8 17:50:00,13,3/8 18:06:00,13,0h 16m,2h 34m,3/8 15:16:00,8.96,,Ophir
23,3/8 18:05:00,15,3/8 18:16:00,14,0h 11m,2h 33m,3/8 15:32:00,9.02,,Ophir
65,3/8 18:29:00,11,3/8 18:32:00,11,0h 3m,2h 48m,3/8 15:41:00,8.21,,Ophir
20,3/7 18:03:00,15,3/8 20:45:00,13,26h 42m,2h 58m,3/7 15:05:00,7.75,,Ophir
12,3/7 18:39:00,15,3/8 20:45:00,12,26h 6m,3h 27m,3/7 15:12:00,6.67,,Ophir
49,3/8 16:51:00,14,3/8 21:00:00,14,4h 9m,2h 37m,3/8 14:14:00,8.79,,Ophir
50,3/8 17:41:00,14,3/8 22:05:00,14,4h 24m,2h 32m,3/8 15:09:00,9.08,,Ophir
45,3/8 16:51:00,12,3/8 23:38:00,11,6h 47m,2h 39m,3/8 14:12:00,8.68,,Ophir
26,3/8 21:35:00,13,3/8 23:53:00,13,2h 18m,2h 45m,3/8 18:50:00,8.36,,Ophir
37,3/8 20:30:00,15,3/9 00:17:00,15,3h 47m,2h 45m,3/8 17:45:00,8.36,,Ophir
53,3/8 19:43:00,14,3/9 00:33:00,14,4h 50m,2h 50m,3/8 16:53:00,8.12,,Ophir
48,3/8 00:30:00,15,3/9 01:16:00,15,24h 46m,2h 55m,3/7 21:35:00,7.89,,Ophir
56,3/8 22:44:00,13,3/9 03:05:00,12,4h 21m,3h 4m,3/8 19:40:00,7.50,,Ophir
5,3/9 03:59:00,15,3/9 04:18:00,15,0h 19m,2h 41m,3/9 01:18:00,8.57,,Ophir
22,3/8 23:30:00,16,3/9 04:31:00,15,5h 1m,2h 36m,3/8 20:54:00,8.85,,Ophir
57,3/9 04:56:00,14,3/9 04:57:00,14,0h 1m,2h 45m,3/9 02:11:00,8.36,,Ophir
16,3/9 02:10:00,13,3/9 08:21:00,13,6h 11m,2h 53m,3/8 23:17:00,7.98,,Ophir
67,3/9 02:32:00,15,3/9 08:40:00,15,6h 8m,2h 57m,3/8 23:35:00,7.80,,Ophir
10,3/9 08:41:00,16,3/9 08:52:00,16,0h 11m,3h 7m,3/9 05:34:00,7.38,,Ophir
6,3/9 03:25:00,16,3/9 09:40:00,16,6h 15m,2h 59m,3/9 00:26:00,7.71,,Ophir
66,3/9 05:37:00,15,3/9 10:41:00,15,5h 4m,2h 36m,3/9 03:01:00,8.85,,Ophir
24,3/9 04:45:00,15,3/9 10:52:00,13,6h 7m,2h 53m,3/9 01:52:00,7.98,,Ophir
19,3/9 05:54:00,14,3/9 11:05:00,14,5h 11m,2h 38m,3/9 03:16:00,8.73,,Ophir
42,3/9 11:11:00,13,3/9 12:49:00,13,1h 38m,2h 31m,3/9 08:40:00,9.14,,Ophir
35,3/9 11:39:00,13,3/9 14:10:00,13,2h 31m,2h 52m,3/9 08:47:00,8.02,,Ophir
44,3/9 15:28:00,13,3/9 21:12:00,13,5h 44m,3h 12m,3/9 12:16:00,7.19,,Ophir
59,3/9 17:30:00,13,3/9 21:25:00,13,3h 55m,2h 54m,3/9 14:36:00,7.93,,Ophir
25,3/9 18:32:00,11,3/9 23:30:00,11,4h 58m,3h 52m,3/9 14:40:00,5.95,,Ophir
Nicolas Petit,46,3/8 14:28:00,14,3/8 19:02:00,14,4h 34m,12h 15m,3/8 02:13:00,6.53,Iditarod
Mitch Seavey,13,3/8 15:17:00,13,3/8 19:46:00,13,4h 29m,13h 5m,3/8 02:12:00,6.11,Iditarod
Joar Leifseth Ulsom,33,3/7 20:28:00,16,3/8 21:38:00,15,25h 10m,15h 36m,3/7 04:52:00,5.13,Iditarod
Richie Diehl,29,3/8 19:32:00,14,3/8 23:42:00,13,4h 10m,13h 26m,3/8 06:06:00,5.96,Iditarod
Jessie Royer,36,3/8 19:28:00,14,3/8 23:45:00,14,4h 17m,14h 23m,3/8 05:05:00,5.56,Iditarod
Ray Redington Jr,17,3/8 19:00:00,15,3/8 23:50:00,15,4h 50m,14h 10m,3/8 04:50:00,5.65,Iditarod
Peter Kaiser,30,3/8 19:52:00,14,3/8 23:50:00,12,3h 58m,13h 47m,3/8 06:05:00,5.80,Iditarod
Aaron Burmeister,64,3/8 19:49:00,15,3/9 00:04:00,13,4h 15m,15h 57m,3/8 03:52:00,5.02,Iditarod
Wade Marrs,11,3/8 19:59:00,14,3/9 00:07:00,12,4h 8m,13h 18m,3/8 06:41:00,6.02,Iditarod
Linwood Fiedler,8,3/8 18:59:00,15,3/9 00:09:00,14,5h 10m,12h 57m,3/8 06:02:00,6.18,Iditarod
Aliy Zirkle,31,3/8 20:13:00,15,3/9 00:21:00,14,4h 8m,14h 26m,3/8 05:47:00,5.54,Iditarod
Hugh Neff,68,3/8 20:08:00,13,3/9 00:34:00,13,4h 26m,10h 24m,3/8 09:44:00,7.69,Iditarod
Travis Beals,60,3/8 21:23:00,14,3/9 01:31:00,14,4h 8m,13h 3m,3/8 08:20:00,6.13,Iditarod
Kelly Maixner,52,3/8 21:00:00,16,3/9 01:36:00,15,4h 36m,14h 3m,3/8 06:57:00,5.69,Iditarod
Michelle Phillips,18,3/8 21:52:00,14,3/9 02:03:00,14,4h 11m,14h 14m,3/8 07:38:00,5.62,Iditarod
Mats Pettersson,3,3/8 20:31:00,15,3/9 02:15:00,14,5h 44m,12h 56m,3/8 07:35:00,6.19,Iditarod
Matt Hall,15,3/8 22:07:00,14,3/9 02:44:00,14,4h 37m,13h 59m,3/8 08:08:00,5.72,Iditarod
Matthew Failor,55,3/8 22:14:00,16,3/9 03:03:00,16,4h 49m,13h 46m,3/8 08:28:00,5.81,Iditarod
Ramey Smyth,21,3/8 23:06:00,16,3/9 03:12:00,14,4h 6m,14h 12m,3/8 08:54:00,5.63,Iditarod
Martin Buser,28,3/9 03:44:00,16,3/9 03:49:00,15,0h 5m,14h 52m,3/8 12:52:00,5.38,Iditarod
Rick Casillo,9,3/8 23:30:00,13,3/9 03:53:00,13,4h 23m,15h 13m,3/8 08:17:00,5.26,Iditarod
Ketil Reitan,54,3/8 22:28:00,13,3/9 04:05:00,13,5h 37m,11h 29m,3/8 10:59:00,6.97,Iditarod
Robert Redington,34,3/8 23:10:00,12,3/9 04:10:00,12,5h 0m,14h 13m,3/8 08:57:00,5.63,Iditarod
Michi Konno,63,3/8 22:48:00,14,3/9 04:14:00,13,5h 26m,14h 44m,3/8 08:04:00,5.43,Iditarod
Ryan Redington,7,3/8 23:55:00,11,3/9 04:40:00,11,4h 45m,14h 50m,3/8 09:05:00,5.39,Iditarod
Lars Monsen,61,3/8 05:16:00,15,3/9 05:30:00,15,24h 14m,15h 11m,3/7 14:05:00,5.27,Iditarod
Cody Strathe,2,3/8 23:42:00,14,3/9 05:38:00,14,5h 56m,13h 58m,3/8 09:44:00,5.73,Iditarod
Jessie Holmes,41,3/9 02:24:00,15,3/9 07:04:00,15,4h 40m,12h 53m,3/8 13:31:00,6.21,Iditarod
Katherine Keith,51,3/9 05:40:00,14,3/9 09:44:00,14,4h 4m,16h 38m,3/8 13:02:00,4.81,Iditarod
Tom Knolmayer,43,3/9 04:42:00,13,3/9 10:01:00,13,5h 19m,14h 59m,3/8 13:43:00,5.34,Iditarod
Anna Berington,4,3/9 06:14:00,12,3/9 11:11:00,12,4h 57m,13h 59m,3/8 16:15:00,5.72,Iditarod
"Michael Williams, Jr.",27,3/9 06:21:00,13,3/9 13:51:00,13,7h 30m,13h 40m,3/8 16:41:00,5.85,Iditarod
Charley Bejna,38,3/9 06:26:00,14,3/9 14:02:00,14,7h 36m,15h 38m,3/8 14:48:00,5.12,Iditarod
Jeff King,40,3/8 16:08:00,14,3/9 17:04:00,13,24h 56m,21h 27m,3/7 18:41:00,3.73,Iditarod
Larry Daugherty,14,3/8 17:34:00,15,3/9 19:24:00,15,25h 50m,23h 37m,3/7 17:57:00,3.39,Iditarod
Noah Pereira,49,3/9 15:07:00,14,3/9 21:15:00,12,6h 8m,18h 7m,3/8 21:00:00,4.42,Iditarod
Kristy Berington,20,3/9 15:03:00,13,3/9 21:24:00,13,6h 21m,18h 18m,3/8 20:45:00,4.37,Iditarod
Andy Pohl,12,3/9 15:05:00,12,3/9 21:25:00,12,6h 20m,18h 20m,3/8 20:45:00,4.36,Iditarod
Bradley Farquhar,65,3/9 15:32:00,11,3/9 21:59:00,11,6h 27m,21h 0m,3/8 18:32:00,3.81,Iditarod
Emily Maxwell,58,3/9 15:32:00,13,3/9 22:10:00,13,6h 38m,21h 26m,3/8 18:06:00,3.73,Iditarod
Aaron Peck,50,3/9 15:08:00,14,3/9 22:37:00,14,7h 29m,17h 3m,3/8 22:05:00,4.69,Iditarod
Jim Lanier,32,3/9 15:15:00,15,3/9 23:10:00,15,7h 55m,21h 51m,3/8 17:24:00,3.66,Iditarod
Scott Janssen,23,3/9 15:29:00,14,3/10 01:38:00,14,10h 9m,21h 13m,3/8 18:16:00,3.77,Iditarod
Monica Zappa,48,3/9 15:50:00,15,3/10 02:39:00,14,10h 49m,14h 34m,3/9 01:16:00,5.49,Iditarod
Allen Moore,26,3/9 18:46:00,13,3/10 03:02:00,13,8h 16m,18h 53m,3/8 23:53:00,4.24,Iditarod
